District,Unit  ,Inci_no   ,incid_descrip,Alm_d  m            ,Disp_d    m           ,No  if_d    m          ,Roll_d    m           ,Arv_d    m            ,In_d    m             ,City                     ,Zip       ,Shift,Lattitude,Longitude
South End,E5,19-0005179,Smoke detector activation due to malfunction,8/21/2019 22:29,8/21/2019 22:29,8/21/2019 22:30,8/21/2019 22:32,8/21/2019 22:36,8/21/2019 22:52,BURLINGTON,5401,C,44.46872824,-73.21800927
New North End,L4,19-0005726,Smoke detector activation due to malfunction,9/13/2019 15:30,9/13/2019 15:30,9/13/2019 15:30,9/13/2019 15:31,9/13/2019 15:40,9/13/2019 15:55,BURLINGTON,5408,B,44.49674137,-73.27927983
South End,E5,19-0004115,Smoke detector activation due to malfunction,7/9/2019 3:45,7/9/2019 3:45,7/9/2019 3:46,7/9/2019 3:49,7/9/2019 3:49,7/9/2019 4:02,BURLINGTON,5401,B,44.45234887,-73.23231249
Downtown,22A1,18-0007399,"Good intent call, other",11/29/2018 4:37,11/29/2018 4:37,11/29/2018 4:40,11/29/2018 4:43,11/29/2018 4:47,11/29/2018 4:49,BURLINGTON,5401,B,44.48780442,-73.2348043
South End,E5,18-0007196,Motor vehicle accident with no injuries,11/18/2018 11:06,11/18/2018 11:06,11/18/2018 11:06,11/18/2018 11:08,11/18/2018 11:11,11/18/2018 11:43,BURLINGTON,5401,C,44.45874959,-73.20741587
Downtown,E1,18-0007421,EMS call,11/29/2018 20:06,11/29/2018 20:06,11/29/2018 20:06,11/29/2018 20:09,11/29/2018 20:10,11/29/2018 20:21,BURLINGTON,5401,B,44.45517381,-73.19306856
South End,E5,18-0007566,"Defective elevator, no occupants",12/7/2018 2:43,12/7/2018 2:43,12/7/2018 2:43,12/7/2018 2:45,12/7/2018 2:50,12/7/2018 2:55,BURLINGTON,5401,A,44.46714218,-73.22979989
Downtown,E1,18-0007426,EMS call,11/30/2018 5:14,11/30/2018 5:14,11/30/2018 5:14,11/30/2018 5:16,11/30/2018 5:17,11/30/2018 5:50,BURLINGTON,5401,C,44.49086329,-73.2406471
South End,E5,19-0006734,Carbon monoxide detector activation (no carbon monoxide detected),10/25/2019 5:26,10/25/2019 5:26,10/25/2019 5:27,10/25/2019 5:29,10/25/2019 5:32,10/25/2019 5:48,BURLINGTON,5401,B,44.42646467,-73.21407252
Downtown,T1,18-0007495,EMS call,12/3/2018 7:27,12/3/2018 7:27,12/3/2018 7:29,12/3/2018 7:29,12/3/2018 7:31,12/3/2018 7:41,BURLINGTON,5401,C,44.49354995,-73.18970801
New North End,E5,18-0005791,Gas leak (natural gas or LPG),9/19/2018 4:49,9/19/2018 4:49,9/19/2018 4:50,9/19/2018 4:51,9/19/2018 5:01,9/19/2018 5:08,BURLINGTON,5408,C,44.51589668,-73.29842662
Hill Section,T1,18-0007531,Alarm system activation due to malfunction,12/5/2018 0:35,12/5/2018 0:35,12/5/2018 0:35,12/5/2018 0:41,12/5/2018 0:41,12/5/2018 0:50,BURLINGTON,5401,A,44.48382235,-73.17243089
Old North End,E5,19-0001069,EMS call,2/18/2019 6:14,2/18/2019 6:14,2/18/2019 6:24,2/18/2019 6:24,2/18/2019 6:31,2/18/2019 7:03,BURLINGTON,5401,B,44.47631083,-73.18350151
Downtown,E1,19-0006700,EMS call,10/23/2019 22:47,10/23/2019 22:47,10/23/2019 22:48,10/23/2019 22:50,10/23/2019 22:52,10/23/2019 23:13,BURLINGTON,5401,C,44.47861387,-73.22947623
South End,E5,19-0002831,EMS call,5/13/2019 4:38,5/13/2019 4:38,5/13/2019 4:38,5/13/2019 4:43,5/13/2019 4:43,5/13/2019 5:10,BURLINGTON,5403,B,44.44276712,-73.18435723
Downtown,E1,18-0004737,"Rescue and EMS incident, other",8/7/2018 8:43,8/7/2018 8:43,8/7/2018 8:43,8/7/2018 8:45,8/7/2018 8:46,8/7/2018 8:51,BURLINGTON,5401,B,44.49556401,-73.2078593
South End,E5,19-0002899,EMS call,5/16/2019 9:01,5/16/2019 9:01,5/16/2019 9:01,5/16/2019 9:04,5/16/2019 9:05,5/16/2019 9:13,BURLINGTON,5401,B,44.43030307,-73.23429954
Downtown,E1,18-0004856,EMS call,8/11/2018 15:50,8/11/2018 15:50,8/11/2018 15:51,8/11/2018 15:54,8/11/2018 15:54,8/11/2018 16:09,BURLINGTON,5401,C,44.46346798,-73.21733809
Downtown,E1,19-0000688,Motor vehicle accident with injuries,2/1/2019 10:36,2/1/2019 10:36,2/1/2019 10:36,2/1/2019 10:37,2/1/2019 10:40,2/1/2019 11:09,BURLINGTON,5401,C,44.47054977,-73.21697881
New North End,22A1,19-0005647,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,9/10/2019 12:51,9/10/2019 12:51,9/10/2019 12:53,9/10/2019 12:55,9/10/2019 13:04,9/10/2019 13:50,BURLINGTON,5401,B,44.50269603,-73.22441264
Downtown,22A1,19-0000835,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,2/7/2019 5:08,2/7/2019 5:08,2/7/2019 5:10,2/7/2019 5:13,2/7/2019 5:18,2/7/2019 5:29,BURLINGTON,5401,C,44.46376327,-73.23699865
Downtown,T1,19-0000480,Public service  Excludes service to governmental agencies,1/23/2019 20:07,1/23/2019 20:07,1/23/2019 20:07,1/23/2019 20:10,1/23/2019 20:12,1/23/2019 20:19,BURLINGTON,5401,C,44.47375485,-73.22629436
Hill Section,22A1,19-0000878,Gas leak (natural gas or LPG),2/8/2019 11:28,2/8/2019 11:28,2/8/2019 11:31,2/8/2019 11:31,2/8/2019 11:34,2/8/2019 11:46,BURLINGTON,5401,A,44.48368675,-73.20520671
Hill Section,E1,19-0000515,EMS call,1/24/2019 20:54,1/24/2019 20:54,1/24/2019 20:57,1/24/2019 20:57,1/24/2019 20:59,1/24/2019 21:12,BURLINGTON,5401,A,44.49234832,-73.18667934
Downtown,T1,19-0000929,"Municipal alarm system, malicious false alarm",2/11/2019 9:59,2/11/2019 9:59,2/11/2019 9:59,2/11/2019 10:01,2/11/2019 10:01,2/11/2019 10:16,BURLINGTON,5401,A,44.48824658,-73.19434731
Downtown,T1,19-0000570,"Smoke detector activation (no fire), unintentional",1/26/2019 19:22,1/26/2019 19:22,1/26/2019 19:23,1/26/2019 19:26,1/26/2019 19:27,1/26/2019 19:33,BURLINGTON,5401,C,44.47222828,-73.177976
Old North End,T1,19-0001104,"Good intent call, other",2/20/2019 12:37,2/20/2019 12:37,2/20/2019 12:37,2/20/2019 12:39,2/20/2019 12:43,2/20/2019 12:54,BURLINGTON,5401,A,44.48130458,-73.21322953
Downtown,T1,19-0004260,"Smoke detector activation (no fire), unintentional",7/15/2019 4:51,7/15/2019 4:51,7/15/2019 4:51,7/15/2019 4:53,7/15/2019 4:55,7/15/2019 5:09,BURLINGTON,5401,B,44.48603176,-73.23950668
Old North End,T1,19-0001130,EMS call,2/21/2019 10:35,2/21/2019 10:35,2/21/2019 10:37,2/21/2019 10:42,2/21/2019 10:42,2/21/2019 11:06,BURLINGTON,5401,B,44.48155881,-73.2456558
Downtown,E1,19-0004438,EMS call,7/21/2019 23:24,7/21/2019 23:24,7/21/2019 23:24,7/21/2019 23:26,7/21/2019 23:28,7/21/2019 23:50,BURLINGTON,5401,B,44.49759991,-73.20304396
Downtown,E1,19-0001210,EMS call,2/25/2019 8:53,2/25/2019 8:53,2/25/2019 8:53,2/25/2019 8:56,2/25/2019 8:58,2/25/2019 9:18,BURLINGTON,5401,C,44.44849784,-73.20089986
Hill Section,T1,19-0006155,"Smoke detector activation (no fire), unintentional",10/1/2019 14:34,10/1/2019 14:34,10/1/2019 14:34,10/1/2019 14:36,10/1/2019 14:40,10/1/2019 14:42,BURLINGTON,5401,B,44.49094183,-73.20220108
Downtown,T1,19-0003748,EMS call,6/22/2019 1:59,6/22/2019 1:59,6/22/2019 2:00,6/22/2019 2:02,6/22/2019 2:04,6/22/2019 2:19,BURLINGTON,5401,B,44.47369293,-73.22781235
SB,A1,19-0002938,No incident found on arrival at dispatch address,5/18/2019 12:02,5/18/2019 12:02,5/18/2019 12:02,5/18/2019 12:03,5/18/2019 12:07,5/18/2019 12:12,SOUTH BURLINGTON,5403,A,44.49302955,-73.17842563
Hill Section,E1,19-0002977,Extinguishing system activation due to malfunction,5/20/2019 10:40,5/20/2019 10:40,5/20/2019 10:41,5/20/2019 10:41,5/20/2019 10:41,5/20/2019 11:14,BURLINGTON,5401,C,44.48835984,-73.2014577
Downtown,E1,19-0001700,No incident found on arrival at dispatch address,3/21/2019 13:37,3/21/2019 13:37,3/21/2019 13:38,3/21/2019 13:39,3/21/2019 13:40,3/21/2019 13:44,BURLINGTON,5401,C,44.45446126,-73.20887322
Old North End,L2,19-0005787,EMS call,9/15/2019 16:37,9/15/2019 16:37,9/15/2019 16:47,9/15/2019 16:49,9/15/2019 16:52,9/15/2019 16:53,BURLINGTON,5401,A,44.47085479,-73.19500445
Downtown,E1,19-0003907,EMS call,6/28/2019 22:31,6/28/2019 22:31,6/28/2019 22:32,6/28/2019 22:34,6/28/2019 22:35,6/28/2019 22:38,BURLINGTON,5401,C,44.47392701,-73.24475667
Old North End,L2,19-0005947,EMS call,9/22/2019 15:47,9/22/2019 15:47,9/22/2019 15:47,9/22/2019 15:49,9/22/2019 15:51,9/22/2019 15:58,BURLINGTON,5401,B,44.49850085,-73.18194911
Downtown,E1,19-0003927,EMS call,6/30/2019 7:14,6/30/2019 7:14,6/30/2019 7:14,6/30/2019 7:15,6/30/2019 7:15,6/30/2019 7:35,BURLINGTON,5401,B,44.46504884,-73.22731597
Old North End,L2,19-0007007,EMS call,11/4/2019 14:35,11/4/2019 14:35,11/4/2019 14:35,11/4/2019 14:37,11/4/2019 14:40,11/4/2019 14:44,BURLINGTON,5401,C,44.47964726,-73.21843854
Downtown,E1,19-0004036,Gasoline or other flammable liquid spill,7/5/2019 10:01,7/5/2019 10:01,7/5/2019 10:02,7/5/2019 10:06,7/5/2019 10:07,7/5/2019 10:19,BURLINGTON,5401,A,44.47165513,-73.21219425
Downtown,E1,19-0000520,EMS call,1/25/2019 1:33,1/25/2019 1:33,1/25/2019 1:33,1/25/2019 1:36,1/25/2019 1:37,1/25/2019 1:51,BURLINGTON,5401,A,44.48342638,-73.24298354
Hill Section,T1,19-0004201,"Alarm system activation (no fire), unintentional",7/12/2019 7:00,7/12/2019 7:00,7/12/2019 7:00,7/12/2019 7:03,7/12/2019 7:06,7/12/2019 7:09,BURLINGTON,5401,B,44.48243262,-73.21920378
Downtown,E1,19-0000628,EMS call,1/29/2019 17:48,1/29/2019 17:48,1/29/2019 17:49,1/29/2019 17:49,1/29/2019 17:51,1/29/2019 18:06,BURLINGTON,5401,C,44.46527475,-73.21650106
Downtown,T1,19-0004348,"Defective elevator, no occupants",7/18/2019 11:23,7/18/2019 11:23,7/18/2019 11:24,7/18/2019 11:26,7/18/2019 11:27,7/18/2019 11:30,BURLINGTON,5401,B,44.47414251,-73.19764585
New North End,E1,18-0004752,"Smoke scare, odor of smoke, not steam (652)",8/7/2018 19:00,8/7/2018 19:00,8/7/2018 19:02,8/7/2018 19:05,8/7/2018 19:10,8/7/2018 19:14,BURLINGTON,5408,B,44.52859062,-73.24478782
Downtown,E1,18-0007260,EMS call,11/22/2018 2:34,11/22/2018 2:34,11/22/2018 2:34,11/22/2018 2:37,11/22/2018 2:39,11/22/2018 2:43,BURLINGTON,5401,A,44.44672023,-73.20911917
New North End,T1,18-0004775,Building fire  Excludes confined fires (113–118),8/8/2018 16:33,8/8/2018 16:33,8/8/2018 16:33,8/8/2018 16:35,8/8/2018 16:42,8/8/2018 16:43,BURLINGTON,5408,C,44.53669041,-73.24100192
Old North End,T1,18-0007428,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,11/30/2018 5:54,11/30/2018 5:54,11/30/2018 5:55,11/30/2018 5:57,11/30/2018 5:57,11/30/2018 6:09,BURLINGTON,5401,C,44.49805869,-73.22666945
Downtown,E1,18-0004796,EMS call,8/9/2018 11:57,8/9/2018 11:57,8/9/2018 11:57,8/9/2018 11:58,8/9/2018 11:59,8/9/2018 12:12,BURLINGTON,5401,A,44.5076512,-73.21456779
Old North End,T1,18-0007500,Carbon monoxide incident,12/3/2018 13:16,12/3/2018 13:16,12/3/2018 13:16,12/3/2018 13:23,12/3/2018 13:23,12/3/2018 13:31,BURLINGTON,5401,C,44.48087482,-73.20505887
Downtown,T1,19-0005679,Assist invalid,9/11/2019 16:01,9/11/2019 16:01,9/11/2019 16:01,9/11/2019 16:04,9/11/2019 16:06,9/11/2019 16:12,Burlington,5401,C,44.46340129,-73.22070079
Hill Section,E3,18-0008030,EMS call,12/29/2018 10:23,12/29/2018 10:23,12/29/2018 10:24,12/29/2018 10:26,12/29/2018 10:29,12/29/2018 10:46,BURLINGTON,5401,B,44.48046688,-73.18121271
Downtown,E1,19-0005741,EMS call,9/14/2019 1:52,9/14/2019 1:52,9/14/2019 1:53,9/14/2019 1:55,9/14/2019 1:58,9/14/2019 2:14,BURLINGTON,5401,B,44.45814859,-73.23671248
Downtown,E3,19-0000047,EMS call,1/2/2019 20:47,1/2/2019 20:47,1/2/2019 20:48,1/2/2019 20:48,1/2/2019 20:49,1/2/2019 21:02,BURLINGTON,5401,C,44.47011381,-73.19222745
Downtown,E1,18-0005123,EMS call,8/22/2018 12:00,8/22/2018 12:00,8/22/2018 12:01,8/22/2018 12:02,8/22/2018 12:02,8/22/2018 12:06,BURLINGTON,5401,B,44.45543343,-73.21473661
Hill Section,E3,19-0000095,Assist invalid,1/6/2019 3:52,1/6/2019 3:52,1/6/2019 3:53,1/6/2019 3:55,1/6/2019 4:01,1/6/2019 4:06,BURLINGTON,5401,A,44.51291345,-73.25708399
New North End,L4,18-0006647,EMS call,10/22/2018 0:48,10/22/2018 0:48,10/22/2018 0:48,10/22/2018 0:51,10/22/2018 0:54,10/22/2018 1:12,BURLINGTON,5408,B,44.52816253,-73.28134258
Hill Section,E3,19-0001789,EMS call,3/25/2019 7:10,3/25/2019 7:10,3/25/2019 7:11,3/25/2019 7:13,3/25/2019 7:16,3/25/2019 7:21,BURLINGTON,5401,A,44.47572508,-73.23420071
New North End,L4,18-0006714,EMS call,10/25/2018 2:41,10/25/2018 2:41,10/25/2018 2:41,10/25/2018 2:43,10/25/2018 2:45,10/25/2018 3:36,BURLINGTON,5408,B,44.52277999,-73.25392023
Hill Section,E3,19-0002046,"Good intent call, other",4/6/2019 13:59,4/6/2019 13:59,4/6/2019 14:00,4/6/2019 14:02,4/6/2019 14:06,4/6/2019 14:19,BURLINGTON,5401,A,44.49055832,-73.19342422
New North End,L4,19-0000474,EMS call,1/23/2019 15:14,1/23/2019 15:14,1/23/2019 15:14,1/23/2019 15:18,1/23/2019 15:21,1/23/2019 15:37,BURLINGTON,5408,C,44.5284371,-73.28377333
Hill Section,E3,19-0005364,EMS call,8/30/2019 11:48,8/30/2019 11:48,8/30/2019 11:48,8/30/2019 11:49,8/30/2019 11:50,8/30/2019 12:04,BURLINGTON,5401,C,44.49519703,-73.21819991
New North End,L4,19-0000573,EMS call,1/27/2019 3:10,1/27/2019 3:10,1/27/2019 3:10,1/27/2019 3:12,1/27/2019 3:15,1/27/2019 3:47,BURLINGTON,5408,A,44.5333201,-73.28216541
Hill Section,E3,19-0005409,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,8/31/2019 19:12,8/31/2019 19:12,8/31/2019 19:13,8/31/2019 19:13,8/31/2019 19:14,8/31/2019 19:24,BURLINGTON,5401,A,44.4881284,-73.21507519
New North End,L4,19-0001298,EMS call,3/1/2019 4:30,3/1/2019 4:30,3/1/2019 4:31,3/1/2019 4:32,3/1/2019 4:35,3/1/2019 5:02,BURLINGTON,5408,A,44.49741057,-73.22964701
Hill Section,E3,19-0006592,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,10/18/2019 22:23,10/18/2019 22:23,10/18/2019 22:24,10/18/2019 22:26,10/18/2019 22:28,10/18/2019 22:36,BURLINGTON,5401,A,44.47972972,-73.16286854
New North End,L4,19-0001337,EMS call,3/3/2019 4:07,3/3/2019 4:07,3/3/2019 4:07,3/3/2019 4:09,3/3/2019 4:11,3/3/2019 4:28,BURLINGTON,5408,C,44.49969457,-73.27702798
Hill Section,E3,19-0002456,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,4/24/2019 18:43,4/24/2019 18:43,4/24/2019 18:44,4/24/2019 18:46,4/24/2019 18:49,4/24/2019 18:53,BURLINGTON,5401,A,44.45773657,-73.19241102
Hill Section,L4,19-0001766,Smoke detector activation due to malfunction,3/24/2019 8:43,3/24/2019 8:43,3/24/2019 8:44,3/24/2019 8:47,3/24/2019 8:51,3/24/2019 8:56,BURLINGTON,5401,C,44.4611149,-73.22852624
Downtown,A1,19-0004607,EMS call,7/28/2019 17:57,7/28/2019 17:57,7/28/2019 17:59,7/28/2019 18:00,7/28/2019 18:10,7/28/2019 18:57,BURLINGTON,5401,C,44.46043577,-73.20846276
New North End,L4,19-0005030,"Good intent call, other",8/15/2019 17:39,8/15/2019 17:39,8/15/2019 17:39,8/15/2019 17:41,8/15/2019 17:48,8/15/2019 17:52,BURLINGTON,5408,C,44.52546271,-73.26085359
Downtown,A1,19-0004783,EMS call,8/4/2019 21:34,8/4/2019 21:34,8/4/2019 21:34,8/4/2019 21:37,8/4/2019 21:38,8/4/2019 22:16,BURLINGTON,5401,A,44.50068355,-73.20884517
New North End,22A1,19-0001650,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,3/19/2019 11:03,3/19/2019 11:03,3/19/2019 11:06,3/19/2019 11:08,3/19/2019 11:17,3/19/2019 13:42,BURLINGTON,5408,A,44.49167139,-73.23508704
Old North End,A1,19-0004849,EMS call,8/7/2019 5:40,8/7/2019 5:40,8/7/2019 5:42,8/7/2019 5:43,8/7/2019 5:45,8/7/2019 6:55,BURLINGTON,5401,A,44.49860158,-73.20793854
Downtown,E1,19-0001731,EMS call,3/22/2019 16:33,3/22/2019 16:33,3/22/2019 16:34,3/22/2019 16:37,3/22/2019 16:37,3/22/2019 16:44,BURLINGTON,5401,A,44.50286073,-73.18384822
Downtown,A1,19-0005108,EMS call,8/19/2019 6:33,8/19/2019 6:33,8/19/2019 6:34,8/19/2019 6:35,8/19/2019 6:38,8/19/2019 7:18,BURLINGTON,5401,A,44.45864165,-73.22239284
Downtown,E1,19-0001738,EMS call,3/23/2019 0:35,3/23/2019 0:35,3/23/2019 0:35,3/23/2019 0:41,3/23/2019 0:41,3/23/2019 0:56,BURLINGTON,5401,A,44.46718958,-73.19524166
Hill Section,E3,19-0002952,EMS call,5/19/2019 8:25,5/19/2019 8:25,5/19/2019 8:25,5/19/2019 8:26,5/19/2019 8:28,5/19/2019 8:47,BURLINGTON,5401,B,44.49162391,-73.20577694
Old North End,E1,19-0001739,"Detector activation (no fire), unintentional",3/23/2019 1:54,3/23/2019 1:54,3/23/2019 1:54,3/23/2019 1:59,3/23/2019 2:02,3/23/2019 2:03,BURLINGTON,5401,A,44.50477081,-73.231926
Hill Section,E3,19-0001863,EMS call,3/29/2019 7:59,3/29/2019 7:59,3/29/2019 8:00,3/29/2019 8:01,3/29/2019 8:01,3/29/2019 8:12,BURLINGTON,5401,B,44.48779654,-73.23036627
Downtown,T1,19-0000417,Assist invalid,1/21/2019 5:28,1/21/2019 5:28,1/21/2019 5:28,1/21/2019 5:31,1/21/2019 5:35,1/21/2019 5:42,BURLINGTON,5401,A,44.46089898,-73.18842321
Hill Section,E3,19-0005439,EMS call,9/2/2019 4:38,9/2/2019 4:38,9/2/2019 4:39,9/2/2019 4:40,9/2/2019 4:42,9/2/2019 4:57,BURLINGTON,5401,C,44.48028292,-73.21970994
Downtown,E1,19-0000526,EMS call,1/25/2019 4:12,1/25/2019 4:12,1/25/2019 4:13,1/25/2019 4:14,1/25/2019 4:17,1/25/2019 4:40,BURLINGTON,5401,B,44.47373824,-73.23420224
South End,E3,18-0005275,"Vehicle accident, general cleanup",8/29/2018 10:11,8/29/2018 10:11,8/29/2018 10:12,8/29/2018 10:19,8/29/2018 10:19,8/29/2018 10:48,BURLINGTON,5401,C,44.45318647,-73.23429505
Downtown,E1,19-0007169,EMS call,11/10/2019 15:20,11/10/2019 15:20,11/10/2019 15:21,11/10/2019 15:22,11/10/2019 15:24,11/10/2019 15:38,BURLINGTON,5401,C,44.4929307,-73.22387849
Hill Section,E3,18-0005344,EMS call,9/1/2018 9:29,9/1/2018 9:29,9/1/2018 9:29,9/1/2018 9:31,9/1/2018 9:33,9/1/2018 9:50,BURLINGTON,5401,C,44.48321915,-73.2207108
Hill Section,22A1,19-0007235,EMS call,11/13/2019 12:05,11/13/2019 12:05,11/13/2019 12:08,11/13/2019 12:23,11/13/2019 12:23,11/13/2019 12:42,BURLINGTON,5401,C,44.48682827,-73.22491873
Downtown,E1,19-0004550,EMS call,7/26/2019 22:52,7/26/2019 22:52,7/26/2019 22:53,7/26/2019 22:55,7/26/2019 22:57,7/26/2019 23:08,BURLINGTON,5401,A,44.48562616,-73.23027671
Downtown,T1,18-0004657,Sprinkler activated due to the failure or malfunction of the sprinkler system,8/4/2018 12:50,8/4/2018 12:50,8/4/2018 12:50,8/4/2018 12:53,8/4/2018 12:54,8/4/2018 13:28,BURLINGTON,5401,B,44.45797828,-73.22564793
Downtown,T1,19-0004722,Alarm system activation due to malfunction,8/2/2019 3:11,8/2/2019 3:11,8/2/2019 3:12,8/2/2019 3:14,8/2/2019 3:17,8/2/2019 3:25,BURLINGTON,5401,B,44.4585231,-73.22701498
Downtown,E1,18-0004672,EMS call,8/4/2018 23:38,8/4/2018 23:38,8/4/2018 23:39,8/4/2018 23:40,8/4/2018 23:40,8/4/2018 23:49,BURLINGTON,5401,B,44.46891445,-73.20483041
South End,T1,19-0004850,Burlington Fire Department - Contractor Billable False Alarm,8/7/2019 6:34,8/7/2019 6:34,8/7/2019 6:34,8/7/2019 6:35,8/7/2019 6:43,8/7/2019 6:51,BURLINGTON,5401,A,44.4488522,-73.22791116
Downtown,T1,18-0004693,"Smoke detector activation (no fire), unintentional",8/6/2018 2:13,8/6/2018 2:13,8/6/2018 2:14,8/6/2018 2:17,8/6/2018 2:19,8/6/2018 2:24,BURLINGTON,5401,C,44.49286531,-73.19443173
Hill Section,T1,19-0004857,Alarm system activation due to malfunction,8/7/2019 12:59,8/7/2019 12:59,8/7/2019 12:59,8/7/2019 13:01,8/7/2019 13:05,8/7/2019 13:07,BURLINGTON,5401,A,44.43748738,-73.21185912
Hill Section,E5,19-0005516,Assist invalid,9/5/2019 5:46,9/5/2019 5:46,9/5/2019 5:46,9/5/2019 5:46,9/5/2019 5:53,9/5/2019 6:01,BURLINGTON,5401,C,44.4550397,-73.17806717
Hill Section,E1,19-0004975,"Smoke detector activation (no fire), unintentional",8/13/2019 16:24,8/13/2019 16:24,8/13/2019 16:24,8/13/2019 16:26,8/13/2019 16:29,8/13/2019 16:55,BURLINGTON,5401,A,44.48735932,-73.18498392
South End,E5,19-0007555,Motor vehicle accident with no injuries,11/27/2019 10:24,11/27/2019 10:24,11/27/2019 10:24,11/27/2019 10:26,11/27/2019 10:28,11/27/2019 10:47,BURLINGTON,5401,B,44.46626345,-73.18738903
Hill Section,E1,19-0004993,Hazardous material release investigation with no hazardous condition found,8/14/2019 8:56,8/14/2019 8:56,8/14/2019 8:57,8/14/2019 8:59,8/14/2019 9:04,8/14/2019 9:08,BURLINGTON,5401,B,44.47244245,-73.19027108
South End,E5,19-0002499,EMS call,4/26/2019 19:31,4/26/2019 19:31,4/26/2019 19:31,4/26/2019 19:34,4/26/2019 19:36,4/26/2019 19:55,BURLINGTON,5401,C,44.48048435,-73.223039
Downtown,E1,19-0001338,"Emergency medical service incident, other",3/3/2019 4:44,3/3/2019 4:44,3/3/2019 4:45,3/3/2019 4:47,3/3/2019 4:48,3/3/2019 4:52,BURLINGTON,5401,C,44.46523814,-73.20032002
South End,E5,19-0002775,EMS call,5/9/2019 15:46,5/9/2019 15:46,5/9/2019 15:46,5/9/2019 15:49,5/9/2019 15:52,5/9/2019 15:58,BURLINGTON,5401,A,44.44793238,-73.22508391
Downtown,E1,19-0001347,EMS call,3/3/2019 15:03,3/3/2019 15:03,3/3/2019 15:03,3/3/2019 15:06,3/3/2019 15:07,3/3/2019 15:42,BURLINGTON,5401,C,44.49904863,-73.2177045
South End,E5,19-0003097,"System or detector malfunction, other",5/26/2019 3:28,5/26/2019 3:28,5/26/2019 3:29,5/26/2019 3:29,5/26/2019 3:32,5/26/2019 3:40,BURLINGTON,5401,C,44.43521608,-73.19791369
Old North End,E1,19-0001505,EMS call,3/11/2019 17:35,3/11/2019 17:35,3/11/2019 17:36,3/11/2019 17:36,3/11/2019 17:36,3/11/2019 17:52,BURLINGTON,5401,B,44.49503577,-73.19604897
Old North End,E5,19-0003200,Smoke detector activation due to malfunction,5/30/2019 5:11,5/30/2019 5:11,5/30/2019 5:12,5/30/2019 5:14,5/30/2019 5:14,5/30/2019 5:15,BURLINGTON,5401,A,44.4709488,-73.19921773
Downtown,E1,19-0001558,Lock-out  Includes efforts to remove keys from locked vehicles,3/14/2019 17:21,3/14/2019 17:21,3/14/2019 17:21,3/14/2019 17:26,3/14/2019 17:27,3/14/2019 17:35,BURLINGTON,5401,B,44.48992305,-73.20025156
South End,E5,19-0000107,Smoke detector activation due to malfunction,1/6/2019 20:25,1/6/2019 20:25,1/6/2019 20:25,1/6/2019 20:29,1/6/2019 20:31,1/6/2019 20:45,BURLINGTON,5401,A,44.4423217,-73.2035359
Downtown,E1,19-0000239,EMS call,1/14/2019 1:16,1/14/2019 1:16,1/14/2019 1:17,1/14/2019 1:20,1/14/2019 1:22,1/14/2019 1:31,BURLINGTON,5401,B,44.4772069,-73.18188727
South End,E5,19-0002058,EMS call,4/6/2019 21:52,4/6/2019 21:52,4/6/2019 21:52,4/6/2019 21:56,4/6/2019 21:58,4/6/2019 22:05,BURLINGTON,5401,A,44.46456865,-73.23021453
Hill Section,E1,19-0000245,Water or steam leak,1/14/2019 5:43,1/14/2019 5:43,1/14/2019 5:53,1/14/2019 5:59,1/14/2019 5:59,1/14/2019 6:06,BURLINGTON,5401,C,44.48468912,-73.21751811
South End,E5,19-0005372,EMS call,8/30/2019 19:41,8/30/2019 19:41,8/30/2019 19:41,8/30/2019 19:44,8/30/2019 19:47,8/30/2019 20:03,BURLINGTON,5401,C,44.42572797,-73.22474962
South End,E1,19-0000311,EMS call,1/17/2019 2:35,1/17/2019 2:35,1/17/2019 2:36,1/17/2019 2:38,1/17/2019 2:41,1/17/2019 2:53,BURLINGTON,5401,C,44.48110634,-73.19367025
South End,E5,19-0007566,"Arcing, shorted electrical equipment",11/27/2019 17:33,11/27/2019 17:33,11/27/2019 17:38,11/27/2019 17:40,11/27/2019 17:45,11/27/2019 17:59,BURLINGTON,5401,B,44.46777834,-73.20008739
SB,A1,19-0007462,Dispatched and canceled en route,11/23/2019 9:24,11/23/2019 9:24,11/23/2019 9:24,11/23/2019 9:25,11/23/2019 9:33,11/23/2019 9:38,SOUTH BURLINGTON,5403,A,44.44393538,-73.19383266
New North End,L4,19-0005345,EMS call,8/29/2019 16:54,8/29/2019 16:54,8/29/2019 16:54,8/29/2019 16:55,8/29/2019 16:57,8/29/2019 17:16,BURLINGTON,5408,B,44.50203222,-73.26143827
Hill Section,A1,19-0006251,EMS call,10/5/2019 9:16,10/5/2019 9:16,10/5/2019 9:17,10/5/2019 9:18,10/5/2019 9:22,10/5/2019 9:42,BURLINGTON,5401,C,44.47651103,-73.21260221
